Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_Gndr,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5
1699799379,Liao,Peggy,MD,F,CO,80206
1699804138,Breau,Randall,M.D.,M,AR,72205
1699804542,Henderson,Anita,MD,F,MD,21042
1699806539,Counce,Ashley,M.D.,F,LA,70006
1699807271,Sterling,Glenn,M.D.,M,FL,33326
1699815449,Canizares,Maria,MD,F,MO,63367
1699818120,Obadiah,Joseph,M.D.,M,OR,97213
1699827428,Mcginley-Smith,Daniel,M.D.,M,NH,3755
1699836288,Stevens,Gloria,M.D.,F,CA,91786
1699842310,Albridge,Kim,MD,F,WI,53916
1699867408,Spitz,Joel,MD,M,NY,11596
1699867879,Taylor,Sarah,MD,F,VA,22182
1699868489,Rohrback,Janelle,MD,F,OR,97006
1699870956,Endo,Patti,M.D.,F,HI,96793
1699875468,Rossi,Kimberly,MD,F,WV,25304
1699877175,Lorber,David,M.D.,M,IL,60077
1699880609,Brumfiel,Bruce,M.D.,M,OH,45440
1699883124,Braza,Thomas,MD,M,NC,28451
1699886564,Marriott,Agata,M.D.,F,CA,92014
1699901389,Morgan,Aaron,MD,M,NJ,7755
1699902528,Dundon,Suzanne,M.D.,F,OH,45409
1699902726,Shackelton,Jeffrey,M.D.,M,NV,89509
1699903906,Frangos,Jason,MD,M,MA,2115
1699904052,Bohrnstedt,Garrett,D.O.,M,VA,24502
1699919969,Papantoniou,Kaleroy,M.D.,F,NY,11747
1699924100,Maggiolino,Giacomo,M.D.,M,WI,53142
1699933069,Cheng,Jeffrey,,M,CA,94143
1699933515,Chen,Teris,MD,F,TX,77074
1699938563,Glaich,Adrienne,MD,F,TX,77074
1699948901,Jacks,Jennifer,M.D.,F,AR,71603
1699959213,Shah,Una,M.D.,F,IL,60010
1699968305,Browne,Adrianna,M.D.,F,CA,94563
1699973131,Wendel,Amanda,M.D.,F,IL,60174
1699976340,Kodama,Atsuko,"MD, PHD",F,PA,19046
1700013174,Kheterpal,Meenal,MD,F,NY,10604
1700024833,Tivoli,Yvette,D.O.,F,FL,33484
1700029337,Gaar,Laini,M.D.,F,FL,33948
1700035433,Tadicherla,Sujatha,MD,F,FL,33544
1700037769,Linnell,Erica,MD,F,WA,98055
1700048634,Luke,Janiene,MD,F,CA,92354
1700050317,Bassett,Katrina,M.D.,F,WA,98012
1700052792,Lavigne,Kerry,M.D.,F,ME,4856
1700054103,Martin,Kendra,M.D.,F,MA,2476
1700068103,Chavel,Severine,M.D.,F,CT,6905
1700087806,Carr,David,M.D.,M,OH,43230
1700088804,Kia,Kevin,MD,M,TX,75042
1700090024,Drake,Ashley,MD,F,NE,68114
1700091113,Moul,Danielle,M.D.,F,CA,92651
1700106374,Snell,Sarika,MD,F,MD,20815
1700128584,Shipp,Desmond,M.D.,M,OH,43230
1700140738,Ross,Andrew,M.D.,M,CA,92056
1700147501,Martell,David,DO,M,KS,66503
1700156064,Mortensen,William,M.D.,M,NV,89509
1700170149,Baird,David,M.D.,M,ME,4102
1700171196,Durham,Kathryn,MD,F,TX,76109
1700174075,Altman,Kirstin,M.D.,F,TX,76501
1700176211,Retterbush,Patrick,M.D.,M,GA,30606
1700197423,Tulbert,Brittain,M.D.,M,NC,28607
1700197811,Kim,Nikki,MD,F,IL,60126
1700203676,Velasquez,Rosannah,M.D.,F,TX,77004
1700206877,Hassler,Amanda,MD,F,TX,77008
1700220902,Tong,Yun,,M,CA,92122
1700229077,Chen,Eran,M.D.,F,MO,63104
1700233137,Ovits,Channa,,F,NY,10604
1700235470,Weissman,Ashley,M.D.,F,FL,33437
1700248143,Tattersall,Ian,"MD, PHD",M,NY,10016
1700248291,Seline,Alison,MD,F,IA,52242
1700260197,Harbold,Jeffrey,DO,M,TX,75701
1700265576,Chaudhari,Soham,D.O,F,WV,25701
1700267978,Naridze,Rachelle,M.D.,F,TX,78626
1700272978,Swanson,Leah,MD,F,AZ,85259
1700273349,Adotama,Prince,M.D.,M,NY,10016
1700296829,Vainder,Charles,MD,M,CA,91208
1700311974,Ferrell,Kelsey,DO,F,OR,97302
1700314440,Chung,Esther,,F,MO,63110
1700370277,Trivedi,Megha,MD,F,IL,60605
1700375110,Falck,Benjamin,,M,IL,60612
1700375235,Fogel,Alexander,MD,M,CT,6611
1700382256,Barilla,Steven,MD,M,FL,33021
1700383585,Kazemi,Abrahem,MD,M,VA,20121
1700800752,Babcock,Melissa,MD,F,GA,30342
1700802923,Scarlett,Debra,MD,F,WI,53211
1700814944,Pham,Trinh,D.O.,M,MD,21286
1700816162,Valencia,Isabel,MD,F,FL,33626
1700818515,Trent,Jennifer,MD,F,FL,34233
1700820073,Koehler,Ann,M.D.,F,MN,55337
1700820859,Macfarlane,Deborah,M.D.,F,TX,77030
1700821667,Sheu,Shannon,MD,F,HI,96817
1700825429,Clark,Richard,M.D.,M,NY,11733
1700826443,Swain,Roberta,M.D.,F,AL,36608
1700828290,Macinnis,Colleen,MD,F,FL,34748
1700835675,Rigor,Ronald,"M.D.,",M,CA,91105
1700837234,Levine,Robert,DO,M,NY,11733
1700837721,Gale,Alice,M.D.,F,MI,48917
1700839057,Flores,Javier,MD,M,FL,33143
1700841178,Peterson,Jennifer,MD,F,WI,53533
1700848256,Shinn,Laurie,MD,F,VA,23230
1700848462,Jenkin,Renata,MD,F,IL,60062
1700849411,Mallette,Stephen,D.O.,M,AL,35611
1700852605,Ingraham,Sherry,MD,F,TX,77450
1700856721,Martin,Kristen,MD,F,VA,23454
1700857257,Martines,Richard,D.O.,M,PA,18840
1700857323,Palmer,Debbie,DO,F,NY,10528
1700861382,Rudolph,Theodor,M.D.,M,FL,32960
1700862588,Letada,Phillip,M.D.,M,VA,23666
1700867694,Arroyo,Martha,MD,F,IL,60048
1700869427,Johnson,Douglas,M.D.,M,HI,96813
1700871829,Robinson,Bruce,M.D.,M,NY,10022
1700873734,Falabella,Anna,MD,F,FL,33027
1700881141,Grafton,Lee,M.D.,M,LA,70364
1700882545,Marcus,Jeffrey,"MD, MPH, PA",M,FL,33433
1700884855,Bourelly,Paula,,F,DC,20007
1700885290,Tankel,Marvin,M.D.,M,NY,11563
1700886017,Cavanagh,Sasha,MD,F,WA,98506
1700886801,Benjamin,David,MD,M,PA,16508
1700888690,Afsahi,Vince,M.D.,M,CA,92780
1700889094,Patrignelli,Robert,MD,M,CT,6611
1700889177,Sherman,Richard,M.D.,M,LA,70115
1700890159,Kahn,Hirshel,MD,M,NJ,7450
1700892304,Perry,Patricia,MD,F,CA,91505
1700892726,Zaydon,Paul,MD,M,RI,2861
1700892809,Brogan,Beth,MD,F,IN,46260
1700892858,Schlesinger,Ira,MD,M,FL,33445
1700893864,Jazayeri,Sadra,MD,M,AZ,85032
1700909603,Stein,Jennifer,"MD, PHD",F,NY,10016
1700918950,Duffy,Nananamibia,M.D.,F,NY,14623
1700922432,Sternhell-Blackwell,Kara,MD,F,MO,63141
1700925740,Harper,Amanda,MD,F,NM,87109
1700936150,Kwolek,Marilyn,MD,F,CA,94526
1700947801,Maier,Lisa,M.D.,F,WA,98105
1700949112,Gropen,Elissa,M.D.,F,CA,92504
1700964780,Spann,Candace,M.D.,F,NV,89128
1700978566,Kleinberg,Charles,M.D.,M,NY,10028
1700980307,Rodriguez,David,M D,M,FL,33156
1700981701,Rudo,Kathryn,,F,MD,21136
1700991148,Mah,Theresa,DO,F,WA,98664
1700997699,Stolman,Karen,MD,F,UT,84098
1700997988,Levine,Richard,"MD, FAAD",M,FL,34240
1700998077,George,Mary Noel,MD,F,MO,63124
1710004866,Gudjonsson,Johann,MD,M,MI,48109
1710007026,Smolinski,Kara,MD,F,CA,92121
1710007778,Metzinger,Allison,M.D.,F,TX,77024
1710013586,Turner,Ryan,MD,M,NY,10022
1710021100,Patterson,Stavonnie,M.D.,F,IL,60004
1710026604,Foshee,Jeri,M.D.,F,TX,75231
1710033113,Batterman,Amy,,F,NY,11230
1710035332,Spring,Leah,DO,F,CA,92134
1710041686,Nguyen,Tamuyen,M.D.,F,CA,91786
1710042064,Mccrary,Monica,MD,F,TX,78006
1710044599,Buscemi,Libby,M.D.,F,NY,10021
1710046628,Sire,David,M.D.,M,CA,92835
1710047097,Herbst,Jay,M.D.,M,FL,33952
1710047659,Levin,Joshua,MD,M,PA,18103
1710048483,Fung,Jason,MD,M,CA,94609
1710052741,Shen,Jen Yee,M.D.,M,CA,91803
1710055298,Pak,Grace Hye Won,M.D.,F,NY,10003
1710056221,Anderson,William,DO,M,AZ,86403
1710056692,Weddington,Jeffrey,MD,M,MD,20744
1710063862,Scheiner,Robin,M.D.,F,PA,19342
1710065842,Lim,Henry,M.D.,M,MI,48202
1710068747,Oram,Christian,D.O.,M,PA,18103
1710068796,Ozols,Ingrida,MD,F,IN,46254
1710073697,Romero,Judith,MD,F,CA,92653
1710075858,Indianer,Leo,MD,M,CA,91436
1710076294,Hannegan,Sandra,MD,F,SC,29407
1710076427,Mandel,Mitchell,M.D.,M,NY,10065
1710080627,Cooper,Jerry,MD,M,GA,30084
1710085592,Dorris,Hugh,MD,M,NC,28803
1710091806,Anderson,Nancy,M.D.,F,CA,92354
1710092648,Arbiser,Jack,MD,F,GA,30322
1710094578,Goulko,Olga,M.D.,F,NJ,7024
1710097829,Schechter,Alan,MD PHD,M,NJ,7726
1710098975,Coverman,Michael,M.D.,M,TX,78758
1710099585,Centurion,Santiago,M.D.,M,CA,94954
1710117528,Hill,Hilary,M.D.,F,ID,83814
1710118534,Lanuti,Emma,M.D.,F,MD,21401
1710127253,Chung,Catherine,MD,F,OH,43230
1710140512,Boyle,Monica,M.D.,F,CO,80031
1710140785,Diamond,Stephanie,,F,MI,48154
1710149430,Carlos,Casey,MD,F,WA,98004
1710150214,Hoffmann,Kristin,M.D.,F,IN,46202
1710159140,Lankerani,Lela,D.O.,F,TX,78654
1710170774,Evans,Katherine,MD,F,PA,19006
1710171335,Kaiser,Mark,M.D.,M,FL,34994
1710178173,Saedi,Nazanin,M.D.,F,PA,19107
1710180336,Piggott,Caroline,M.D.,F,CA,92128
1710181201,Shaba,Casey,MD,F,TN,37205
1710186960,Blanco,Gabriela,MD,F,TX,75390
1710191382,Bortz,Jeffrey,M.D.,M,CA,94598
1710195003,Blalock,Travis,M.D.,M,OK,73104
1710197066,Zieff,Jonathon,D.O.,M,PA,17033
1710220249,Warner,Catherine,M.D.,F,GA,30106
1710229141,Hurst,Mallory,M.D.,F,AR,72401
1710242235,Yates,Breton,M.D.,M,UT,84117
1710244397,Warner,Nicole,M.D.,F,KY,41017
1710276563,Guren,Lauren,MD,F,OH,44124
1710277926,Zhuang,Anne,M.D.,F,CA,94941
1710286398,Zaba,Lisa,"MD,PHD",F,CA,95124
1710305180,Schultz,Brittney,,F,MN,55455
1710320767,Abate,Mallory,M.D.,F,MO,63104
1710325758,Perry,Benjamin,D.O.,M,ID,83646
1710328851,Mafee,Mariam,M.D.,F,IL,60563
1710333414,Wu,Dominic,M.D.,M,KS,66204
1710336722,Fawaz,Bilal,M.D.,M,MA,2118
1710340757,Privalle,Ashley,MD,F,WI,53715
1710349592,Clark,Joshua,M.D.,M,OR,97477
1710372743,Cassinelli,Elizabeth,M.D.,F,NV,89509
1710372941,Stokar,Evan,,M,IL,60153
1710373105,Richards,Lindsey,MD,F,TX,78734
1710374889,Goldenberg,Alina,MD,F,CA,92056
1710378690,Elias,Charles,DO,M,NJ,7052
1710379094,Bajaj,Shirin,,F,NY,10065
1710401203,Kincaid,Leah,MD,F,NJ,8648
1710415856,Standard,Mckenzi,MD,F,KS,66614
1710419379,Ash,Mark,M.D.,M,NY,13057
1710419973,Phillips,Sara,M.D.,F,MA,2118
1710432828,Saleh,Dahlia,D.O,F,FL,34210
1710476932,Song,Hannah,,F,OR,97504
1710481049,Telliard,Sarah,MD,F,PA,18702
1710482013,Bohnett,Mary Clare,MD,F,OR,97015
1710900923,Pruett,Darel,DO,M,FL,33040
1710902382,Gelfand,Joel,MD,M,PA,19104
1710902945,Griner Licht,Joan,MD,F,MI,49684
1710911284,Lee,Delphine,"MD, PHD",F,CA,90404
1710915210,Capper,Stanley,MD,M,KS,67206
1710916176,Case,Jeffrey,MD,M,KY,42003
1710918255,Shoss,Robert,MD,M,NY,12203
1710918404,Richardson,Stephen,MD,M,FL,32308
1710921101,Coch Benstock,Elizabeth,MD,F,PA,19073
1710924980,Thieu,Minh,M.D.,F,PA,19083
1710928296,Jackson,David,MD,M,AL,35473
1710931027,Hamilton,Tiffani,MD,F,GA,30022
1710931423,Huang,Carol,MD,F,NY,11354
1710931472,Appiah,Yvette,M.D.,F,VA,22310
1710936612,Omura,Nayomi,MD,F,FL,34994
1710936646,Nami,Navid,D.O.,M,CA,92660
1710937008,Westheim,Alan,MD,M,PA,18301
1710943709,Chung,John,MD,M,GA,30720
1710943923,Goldman,Kenneth,M.D.,M,NY,10605
1710945365,Han,Amy,MD,F,CA,91910
1710949508,Frazier,Claude,D.O.,M,TN,37919
1710951199,Knapp,Alexia,M.D.,F,MN,55130
1710952619,Cabell,Christine,M.D.,F,PA,18249
1710953815,Janss,Gerta,MD,F,IL,60091
1710953989,Zarour,Hassane,MD,M,PA,15232
1710955349,Downham,Thomas,M.D.,M,MI,48180
1710965660,Pearson,Frederick,M.D.,M,MD,21042
1710967310,Liao,Wennie,MD,F,CA,95030
1710969183,Miller,Alicia,MD,F,MO,63017
1710971320,Updegraff,Bryan,MD,M,AZ,85351
1710983036,Knispel,Jeffrey,M.D.,M,CT,6470
1710987300,Fiedler,Jodi,M.D.,F,FL,33428
1710987540,Egan,Christine,M.D.,F,PA,19063
1710987888,Martinho,Elena,MD,F,CA,93465
1710990346,Cook-Bolden,Fran,MD,F,NY,10155
1710997200,Wells,Ryan,"PHARM.D., M.D.",M,ID,83642
1710999297,Fox,Joyce,M.D.,F,CA,90211
1720008246,Terhune,Margaret,M.D.,F,VA,23233
1720012875,Amaturo,Susan,M.D.,F,CA,95401
1720014954,Stewart,Daniel,"M.D., PH.D.",M,NH,3104
1720016538,Horn,William,MD,M,PA,19040
1720016546,Munoz- Rodriguez,Christine,M.D.,F,PR,780
1720022874,Ray,Mark,M.D.,M,TX,75010
1720025372,Mark,Lawrence,MD,M,IN,46202
1720025414,Knutson,David,M.D.,M,IA,52402
1720025562,Van Acker,Ted,D.O.,M,IL,62948
1720027246,El-Gamal,Hazem,MD,M,NC,28204
1720030091,Hubbell,Christopher,M.D.,M,LA,70508
1720036072,Perry,Lindall,M.D.,M,MO,65201
1720038342,Fuchs,Glenn,MD,M,VA,22042
1720039399,Sugarman,Joel,MD,M,NC,28117
1720039423,Teer,William,M.D.,M,TN,38305
1720039829,Ward,Jon,MD,M,FL,32405
1720041569,Helm,Klaus,MD,M,PA,17033
1720043466,Shapiro,Steven,MD,M,FL,33410
1720044134,Qureshi,Abrar,"MD, MPH",M,RI,2903
1720044670,Vine,John,M.D.,M,NJ,8540
1720046386,Kwon,John,M.D.,M,LA,70461
1720049067,Lee,Edmund,"M.D., PH.D.",M,NY,11703
1720051535,Curry,Mary,M.D.,F,NM,87402
1720054364,Reisz,Colleen,MD,F,MO,64118
1720054539,Knutson,Brian,M.D.,M,SD,57108
1720055056,Hicks,Patrice,MD,F,WI,54701
1720055833,Koone,Mark,MD,M,TX,75090
1720057979,Casal,Miriam,M.D,F,NY,11372
1720059579,Ng,Judy,MD,F,CA,94108
1720059736,Mezebish,David,M.D.,M,MD,21702
1720061526,Kalis,John,M.D.,M,IL,60523
1720063175,Feldman,Steven,MD,M,NC,27104
1720064116,Hoover,William,MD,M,NC,28025
1720072275,Gottwald,Lorie,M.D.,F,OH,43614
1720073596,Baldridge,Byron,MD,M,MT,59601
1720073885,Ash,Robert,MD,M,AL,36305
1720074537,Yamauchi,Paul,"M.D., PHD",M,CA,90404
1720075401,Romagosa,Ricardo,M.D.,M,FL,34996
1720076391,Goldstein,Gail,M.D.,F,MD,21409
1720076631,Kim,Hui-Kyung,MD,F,CA,92866
1720080476,Pennington,Mark,M.D.,M,CT,6052
1720080740,Wojciechowski,Joseph,MD,M,NY,14607
1720082084,Gray,Leslie,M.D.,F,GA,30097
1720083744,Rubinstein,Gennady,M.D.,M,CA,91604
1720085582,Schlessinger,Joel,M.D,M,NE,68144
1720086523,Cleveland,Mark,MD PHD,M,IA,52655
1720086846,Singer,Allison,M.D.,F,TX,75082
1720088743,Donahue,Jean,MD,M,AL,35501
1720089907,Sanchez,Suzette,DO,F,MI,49424
1720091200,Stallings,Alison,M.D.,F,NY,10591
1720092141,Saif,Shazia,MD,F,NJ,7753
1720097165,Segal,Paul,MD,M,WI,53511
1720098262,Buhac,Jean,MD,F,NY,12866
1720098916,Alonso,Delilah,MD,F,FL,33143
1720114432,Fardin,Shala,MD,F,CA,94965
1720119068,Lucky,Paul,M.D.,M,OH,45242
1720119928,Weltman,Robert,MD,M,FL,33510
1720124233,Lountzis,Nektarios,M.D.,M,PA,18103
1720130156,Scallan,Perry,M.D.F.A.C.P,M,GA,30512
1720130941,Savola,Kristen,MD,F,VA,22939
1720131741,Chow,Steven,MD,M,CA,91786
1720136823,Toy,Brian,MD,M,CA,92691
1720147861,Klein,Lynn,M.D.,F,PA,19004
1720150600,Vause,Sandra,M.D.,F,NJ,8096
1720157357,Padgett,Julia,,F,VA,23059
1720171176,Dunnick,Cory,MD,F,CO,80045
1720171796,Countess,Julie,M.D.,F,TN,37087
1720177264,O Leary,Joan,MD,F,FL,32073
1720180581,Shurnas,Elizabeth,M.D.,F,CO,80210
1720183742,Kaminski,Marek,"MD, PHD",M,KS,67901
1720188196,Maddox,James,MD,M,AL,36117
1720189293,Warner,Janice,MD,F,GA,30106
1720195993,Colle,Gregg,,M,SC,29118
1720215197,Geria,Aanand,MD,M,NJ,7070
1720217615,Wargo,Jeffrey,MD,M,IN,47374
1720220890,Messana,Christopher,D.O.,M,CO,80138
1720221617,Anderson,Kyle,MD,M,KS,66211
1720235450,Haque,Maryam,MD,F,NC,27518
1720241177,Speeg,Emily,M.D.,F,LA,70508
1720246614,Wise,Melissa,M.D.,F,KY,40245
1720254071,Cauthen,Ashley,M.D.,F,FL,34471
1720268188,Schram,Sarah,M.D.,F,AZ,85712
1720272644,Morello,John,M.D.,M,FL,32225
1720278534,Behnam,Ben,M.D.,M,CA,90807
1720282163,Routhouska,Shannon,MD,F,NY,14625
1720288442,Taylor,Virginia,M.D.,F,NC,27834
1720289085,Newman,Nathan,M.D.,M,CA,90210
1720298318,Fernandez,Anthony,"M.D., PH.D",M,OH,44195
1720305352,Shin,Thuzar,MD,F,CA,95823
1720306590,Koziczkowski,Rachel,M.D.,F,IL,61265
1720309263,Weir,Gina,M.D.,F,NE,68506
1720309941,Glover,Mary,M.D.,F,SC,29588
1720311400,Rietkerk,William,MD MBA,M,CA,91361
1720320435,Levy,Lauren,,F,CT,6880
1720321268,Martin,Sabrina,,F,NC,27410
1720328107,Willett,Matthew,M.D.,M,CA,92055
1720333990,Shi,Vivian,M.D.,F,AR,72205
1720344575,Russo,Veronica,MD,F,OH,45247
1720346133,Mutgi,Krishna,,M,OH,43623
1720366636,Taglia,Lauren,MD PHD,F,IL,60563
1720374507,Au,Sonoa,M.D.,F,TX,77478
1720378169,Guerrero,Cesar,MD,M,MS,38901
1720379712,Patel,Raj,,M,AL,35007
1720405087,Nolan Lu,Katherine,MD,F,FL,33021
1720406580,Graham,Paul,"DO, FAAD",M,FL,32174
1720422033,Ronkainen,Sanna,M.D.,F,VA,22101
1720423932,Honigbaum,Alexis,MD,F,FL,33781
1720427024,Winkelmann,Richard,D.O.,M,CA,90241
1720433592,Tiwari,Nitin,,M,OH,45601
1720436397,Stoecker,Allison,D.O.,F,MI,48507
1720437536,Penzi,Lauren,M.D.,F,NY,11714
1720440944,Gutierrez,Daniel,,M,NY,10017
1720441496,Engeln,Kathleen,MD,F,CO,80601
1720474513,Buhalog,Brittany,M.D.,F,WI,53717
1720475197,Schmidt,Timothy,PHD,M,CA,94115
1720490451,Loesch,Mathew,D.O.,M,IL,60148
1720490519,Mcenery-Stonelake,Melissa,,F,OH,44195
1720491905,Perkins,Sara,MD,F,CT,6519
1720491988,Hafeez,Farhaan,MD,M,PA,18045
1720510431,Turnock,Adam,M.D.,M,OH,45219
1720510548,Mccoy,Garrett,M.D.,M,PA,19026
1720511074,Grossman,Shoshana,M.D.,F,PA,19102
1720512049,Levy,Jack,MD,M,NY,10010
1720512197,Hanson,Josiah,M.D.,M,WA,98195
1720513567,Eldik,Hysem,MD,M,NC,27705
1720514151,Waldman,Reid,,M,CA,90048
1720516560,Petit,James,MD,M,GA,30904
1720519226,Leavitt,Adam,M.D.,M,FL,32730
1720578131,Kitley,Molly,MD,F,IN,47403
1720584030,Cadmus,Simi,MD,F,TX,78703
1720594500,Bigliardi,Paul,PROF,M,MN,55455
1720636053,Ludzik,Joanna,"MD, PHD",F,OR,97239
1730100892,Deckelbaum,Scott,DO,M,NH,3301
1730101023,Thomas,Douglas,MD,M,NV,89148
1730102005,Geiger,Jennifer,MD,F,NY,10003
1730102385,Spencer,James,M.D.,M,FL,33716
1730104449,Krueger,Hilary,M.D.,F,NC,28792
1730108754,Almeida,Laila,M.D.,F,NJ,7054
1730113408,Maleki,Comron,MD,M,CA,91360
1730117037,Thiers,Bruce,MD,M,SC,29425
1730128653,Robson,Kristi,MD,F,IA,52241
1730135229,Jayaraman,Anu,M.D.,F,MA,2062
1730135450,Sceppa,Jennifer,MD,F,PA,17601
1730135989,Cummins,Rebecca,M.D.,F,IL,60015
1730137845,Simoneaux,Peter,M.D.,M,LA,70121
1730142191,Hempstead,Richard,MD,M,NM,88001
1730143041,Benedict,Linda,MD,F,GA,30318
1730143587,Kirkegaard,Lewis,MD,M,CO,81501
1730146564,Sellheyer,Klaus,MD,M,FL,33880
1730148065,Gulick,Arthur,M.D.,M,MI,48170
1730149501,Brauner,Gary,MD,M,NJ,7626
1730151119,Glassman,Bruce,M.D.,M,VA,22304
1730151549,Vander Straten,Melody,MD,F,TX,78732
1730157090,Bowers,Kathryn,MD,F,MA,1742
1730157439,Stewart,Johnny,MD,M,TX,75090
1730158197,Jay,Shirlene,MD,F,CA,90505
1730165002,Fleischer,Alan,MD,M,OH,45219
1730165069,Sanders,Susan,MD,F,NC,28025
1730165465,White,Richard,MD,M,SC,29732
1730165614,Ghatan,H. Eliot Y.,MD,M,NY,11230
1730166695,Niroomand,Farhad,M.D.,M,TX,75219
1730167198,Berggren,Kelle,MD,F,IL,60187
1730167214,Sanmiguel,Carmen,MD,F,PR,961
1730167677,Mofid,Mona,M.D.,F,CA,92122
1730168014,Carter,Leslie,MD,F,OR,97702
1730172685,Geronemus,Roy,M.D.,M,NY,10016
1730177932,Osman,Lawrence,MD,M,CA,91324
1730178047,Thorla,Ira,M.D.,M,LA,70809
1730179623,Simkin,Andrew,M.D.,M,MA,1824
1730180795,Freilich,Abraham,M.D. PC,M,NY,11223
1730181017,Stetson,Cloyce,M.D.,M,TX,79430
1730181405,Papadeas,Gregory,D.O.,M,CO,80012
1730185083,Green Whipple,Robin,MD,F,WA,98109
1730185133,Lee,Suzy,M.D.,F,FL,34135
1730185695,Fazio,Michael,M.D.,M,CA,95816
1730187121,Vierra,Mark,M.D.,M,CA,92064
1730187162,Viviano,Nicholas,MD,M,LA,70433
1730187543,Shim- Chang,Helen,MD,F,NY,10029
1730187774,Garofalo,John,M.D.,M,NY,11023
1730187857,Dean,Paul,M.D.,M,CA,91942
1730188475,Yeager,Josef,M.D.,M,MD,20886
1730189747,Velazquez,Nelson,DO,M,WV,25801
1730194226,Gogstetter,Darin,MD,M,MA,2169
1730206541,Campoli,Michael,"M.D., PH.D.",M,MN,55092
1730207523,Badiei,Basheer,M.D.,M,WA,98684
1730209289,Flowers,Sethelle,MD,F,MS,39157
1730221037,Stein,Kevin,M.D.,M,NC,27103
1730243502,Calcote,Robert,M.D.,M,AL,35801
1730251653,Cheng,Shi Fay,MD,F,TN,37203
1730270851,Buchsbaum,Marion,MD,F,MA,2420
1730273368,Badalamenti,Stephanie,"MD, PHD",F,NJ,7052
1730274267,Danna,Julie,MD,F,LA,70121
1730279530,Mann,Ranon,MD,M,NY,10467
1730280231,Aria,Nancy,MD,F,VA,22314
1730281544,Micheletti,Gildo,MD,M,TX,77004
1730281965,Friedrichs,Amanda,MD,F,IL,60178
1730283276,Klumpar,David,MD,M,NC,28374
1730284878,Nishimura,Karen,MD,F,CA,95661
1730289703,Henry,Julie,MD,F,VA,22015
1730298910,Shaffer,Kristina,M.D.,F,MN,55123
1730307026,Smith,Phyllis,MD,F,NY,11743
1730311507,Austin,Andrea,M.D.,F,CA,94115
1730322306,Mcgevna,Laura,M.D.,F,VT,5403
1730323304,Hurliman,Elisabeth,MD,F,MN,55306
1730323338,Nicholas,Matilda,MD,F,NC,27710
1730335753,Baker,Sarah,M.D.,F,LA,71111
1730341736,Rossy,Kathleen,M.D.,F,NY,10029
1730348673,Berrios,Ricardo,M.D.,M,FL,33511
1730353665,Rosmarin,David,MD,M,IN,46202
1730359118,Honari,Golara,MD,F,CA,94063
1730364654,Gutmark,Elizabeth,MD,F,CA,90017
1730365099,Curtis,Lynora,D.O.,F,FL,33437
1730375700,Foley,Michelle,D.O.,F,FL,32174
1730382110,Mahoney,Matthew,MD,M,FL,33781
1730382581,Barry,Catherine,DO,F,VA,22901
1730390485,Lehman,Julia,MD,F,MN,55905
1730405010,Moore,Liza,MD,F,VA,22102
1730405564,Lema,Bethany,M.D.,F,NY,14221
1730405655,D'souza,Logan,M.D.,M,NC,28803
1730406596,Bangert,Scott,M.D.,M,AZ,85712
1730436031,Wallace,Elizabeth,MD,F,CO,80045
1730455320,Zabielinski,Marilyn,M.D.,F,FL,33133
1730475633,Fuller,Erin,MD,F,HI,96825
1730475674,Anderson,Katelyn,MD,F,MN,55905
1730476847,Pomerantz,Rebecca,M.D.,F,PA,15219
1730478611,Goodwin,Brandon,MD,M,TX,77555
1730479619,Wisniewski,Joy,M.D.,F,CA,92024
1730491135,Del Campo,Roberta,M.D.,F,FL,33139
1730506890,Bongiorno,Michelle,M.D.,F,MD,20889
1730507088,Marano,Anne,M.D.,F,NC,27710
1730507435,Wong,Wai Chong,M.D.-PH.D.,F,FL,34114
1730507617,Dilworth,Duane,M.D.,M,MO,63117
1730509522,Vinelli,Gian,M.D.,M,NY,14625
1730522434,Sayles,Stephanie,D.O.,F,OH,45219
1730523093,Singer,Elisha,M.D.,M,IL,60611
1730523531,Doty,Jessica,MD,F,OK,73072
1730538596,Wu,Benedict,D.O./PHD.,M,NY,10467
1730539404,Harms,Jessica,M.D.,F,IA,52242
1730541707,Du,Lingyun,,M,WA,98133
1730542879,Manalo,Iviensan,M.D.,F,GA,30342
1730543455,Burton,Kyle,M.D.,M,FL,34134
1730561846,Shields,Bridget,M.D.,F,WI,53715
1730567264,Kim,Inyoung,"MD, PHD",F,WI,53051
1730574898,Barbulescu,Chauncey,MD,F,FL,33626
1730590985,Shah,Vandan,M.D.,M,MI,48118
1730599473,Cowdrey,Molly,M.D.,F,NH,3110
1730619925,Houston,Neil,MD,M,MA,2446
1730671645,Touati,Andrew,MD,M,OR,97015
1730686643,Mcewen,Matthew,MD,M,PA,19026
1740203819,Soleymani,Arman,M.D.,M,IN,46321
1740205327,Margolis,David,MD,M,PA,19104
1740207737,Feibleman,Cary,MD,M,CA,90806
1740208248,Ward,Sara,M.D.,F,IL,60610
1740211077,Eastlack,Jennifer,MD,F,CA,92130
1740214618,Applebaum,Jay,M.D.,M,CA,92780
1740217033,Rigel,Darrell,MD,M,NY,10016
1740217603,Burr,Randall,M.D.,M,ID,83642
